Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date
H5087,2,Local CCP,HMO/HMOPOS,Yes,No,No,EASY CHOICE HEALTH PLAN INC.,Easy Choice Health Plan,Easy Choice Plus Plan (HMO),"WellCare Health Plans, Inc.",1/1/2008 0:00
H5087,5,Local CCP,HMO/HMOPOS,Yes,No,No,EASY CHOICE HEALTH PLAN INC.,Easy Choice Health Plan,Easy Choice Best Plan (HMO),"WellCare Health Plans, Inc.",1/1/2008 0:00
H5087,16,Local CCP,HMO/HMOPOS,Yes,No,No,EASY CHOICE HEALTH PLAN INC.,Easy Choice Health Plan,Easy Choice Best Plan (HMO),"WellCare Health Plans, Inc.",1/1/2008 0:00
H5087,17,Local CCP,HMO/HMOPOS,Yes,No,No,EASY CHOICE HEALTH PLAN INC.,Easy Choice Health Plan,Easy Choice Plus Plan (HMO),"WellCare Health Plans, Inc.",1/1/2008 0:00
H5106,13,Local CCP,Local PPO,Yes,No,No,HIGHMARK SENIOR SOLUTIONS COMPANY,Highmark Senior Solutions Company,Freedom Blue PPO Standard (PPO),Highmark Health,7/1/2005 0:00
H5106,806,Local CCP,Local PPO,Yes,No,Yes,HIGHMARK SENIOR SOLUTIONS COMPANY,Highmark Senior Solutions Company,Freedom Blue PPO MAPD WV NON-CALENDAR (PPO),Highmark Health,7/1/2005 0:00
H5106,807,Local CCP,Local PPO,No,No,Yes,HIGHMARK SENIOR SOLUTIONS COMPANY,Highmark Senior Solutions Company,Freedom Blue PPO MA WV (PPO),Highmark Health,7/1/2005 0:00
H5106,808,Local CCP,Local PPO,Yes,No,Yes,HIGHMARK SENIOR SOLUTIONS COMPANY,Highmark Senior Solutions Company,Freedom Blue PPO MAPD WV CALENDAR (PPO),Highmark Health,7/1/2005 0:00
H5117,1,Local CCP,HMO/HMOPOS,Yes,No,No,"LOUISIANA HEALTHCARE CONNECTIONS, INC.",Allwell,Allwell Medicare (HMO),Centene Corporation,1/1/2018 0:00
H5117,2,Local CCP,HMO/HMOPOS,Yes,No,No,"LOUISIANA HEALTHCARE CONNECTIONS, INC.",Allwell,Allwell Medicare (HMO),Centene Corporation,1/1/2018 0:00
H5124,1,National PACE,National PACE,Yes,No,No,"FRANCISCAN ACO, INC.",Franciscan  Senior Health & Wellness,Franciscan Senior Health and Wellness (PACE),"Franciscan Alliance, Inc.",1/1/2015 0:00
H5124,2,National PACE,National PACE,Yes,No,No,"FRANCISCAN ACO, INC.",Franciscan  Senior Health & Wellness,Franciscan Senior Health and Wellness (PACE),"Franciscan Alliance, Inc.",1/1/2015 0:00
H5141,1,Local CCP,Local PPO,Yes,No,No,CLOVER INSURANCE COMPANY,Clover Health,Clover Health NJ CarePoint Green (PPO),"Clover Health Holdings, Inc.",1/1/2013 0:00
H5141,4,Local CCP,Local PPO,Yes,No,No,CLOVER INSURANCE COMPANY,Clover Health,Clover Health NJ Classic Aqua (PPO),"Clover Health Holdings, Inc.",1/1/2013 0:00
H5141,7,Local CCP,Local PPO,Yes,No,No,CLOVER INSURANCE COMPANY,Clover Health,Clover Health NJ Premier Orange (PPO),"Clover Health Holdings, Inc.",1/1/2013 0:00
H5141,25,Local CCP,Local PPO,Yes,No,No,CLOVER INSURANCE COMPANY,Clover Health,Clover Health TX Green (PPO),"Clover Health Holdings, Inc.",1/1/2013 0:00
H5141,26,Local CCP,Local PPO,Yes,No,No,CLOVER INSURANCE COMPANY,Clover Health,Clover Health GA Green (PPO),"Clover Health Holdings, Inc.",1/1/2013 0:00
H5141,28,Local CCP,Local PPO,Yes,No,No,CLOVER INSURANCE COMPANY,Clover Health,Clover Health PA Green (PPO),"Clover Health Holdings, Inc.",1/1/2013 0:00
H5141,32,Local CCP,Local PPO,Yes,No,No,CLOVER INSURANCE COMPANY,Clover Health,Clover Health NJ Purple (PPO),"Clover Health Holdings, Inc.",1/1/2013 0:00
H5167,1,National PACE,National PACE,Yes,No,No,ROCKY MOUNTAIN HEALTH CARE SERVICES,Rocky Mountain PACE,Rocky Mountain PACE (PACE),Rocky Mountain Health Care Services,12/1/2008 0:00
H5167,2,National PACE,National PACE,Yes,No,No,ROCKY MOUNTAIN HEALTH CARE SERVICES,Rocky Mountain PACE,Rocky Mountain PACE (PACE),Rocky Mountain Health Care Services,12/1/2008 0:00
H5172,2,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,COMMUNITY HEALTH GROUP,Community Health Group,CommuniCare Advantage Cal MediConnect Plan (Medicare-Medicaid Plan),Community Health Group,4/1/2014 0:00
H5190,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SUNSHINE STATE HEALTH PLAN, INC.",Allwell,Allwell Dual Medicare (HMO SNP),Centene Corporation,1/1/2013 0:00
H5190,2,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SUNSHINE STATE HEALTH PLAN, INC.",Allwell,Allwell Dual Medicare (HMO SNP),Centene Corporation,1/1/2013 0:00
H5190,3,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SUNSHINE STATE HEALTH PLAN, INC.",Allwell,Allwell Dual Medicare (HMO SNP),Centene Corporation,1/1/2013 0:00
H5190,4,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SUNSHINE STATE HEALTH PLAN, INC.",Allwell,Allwell Dual Medicare (HMO SNP),Centene Corporation,1/1/2013 0:00
H5199,1,Local CCP,Local PPO,Yes,No,No,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.",WellCare,WellCare Premier (PPO),"WellCare Health Plans, Inc.",1/1/2018 0:00
H5199,2,Local CCP,Local PPO,Yes,No,No,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.",WellCare,WellCare Premier (PPO),"WellCare Health Plans, Inc.",1/1/2018 0:00
H5199,3,Local CCP,Local PPO,Yes,No,No,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.",WellCare,WellCare Premier (PPO),"WellCare Health Plans, Inc.",1/1/2018 0:00
H5199,4,Local CCP,Local PPO,Yes,No,No,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.",WellCare,WellCare Premier (PPO),"WellCare Health Plans, Inc.",1/1/2018 0:00
H5209,2,Local CCP,HMO/HMOPOS,Yes,Yes,No,"CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin Health Plan, Inc.",Partnership (HMO SNP),"Care Wisconsin First, Inc.",1/1/1999 0:00
H5209,4,Local CCP,HMO/HMOPOS,Yes,Yes,No,"CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin Health Plan, Inc.",Care Wisconsin Medicare Dual Advantage (HMO SNP),"Care Wisconsin First, Inc.",1/1/1999 0:00
H5211,1,Local CCP,HMO/HMOPOS,No,No,No,"SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.",Spirit (HMO-POS),"Marshfield Clinic Health System, Inc.",8/1/2002 0:00
H5211,2,Local CCP,HMO/HMOPOS,Yes,No,No,"SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.",Essence Rx (HMO-POS),"Marshfield Clinic Health System, Inc.",8/1/2002 0:00
H5211,3,Local CCP,HMO/HMOPOS,No,No,No,"SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.",Essence (HMO-POS),"Marshfield Clinic Health System, Inc.",8/1/2002 0:00
H5211,4,Local CCP,HMO/HMOPOS,Yes,No,No,"SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.",Spirit Rx (HMO-POS),"Marshfield Clinic Health System, Inc.",8/1/2002 0:00
H5211,7,Local CCP,HMO/HMOPOS,Yes,No,No,"SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.",Assurance Rx (HMO-POS),"Marshfield Clinic Health System, Inc.",8/1/2002 0:00
H5211,8,Local CCP,HMO/HMOPOS,Yes,No,No,"SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.",Surety Rx (HMO-POS),"Marshfield Clinic Health System, Inc.",8/1/2002 0:00
H5211,9,Local CCP,HMO/HMOPOS,Yes,No,No,"SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.",Promise Rx (HMO-POS),"Marshfield Clinic Health System, Inc.",8/1/2002 0:00
H5211,10,Local CCP,HMO/HMOPOS,Yes,Yes,No,"SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.",Ally Rx (HMO SNP),"Marshfield Clinic Health System, Inc.",8/1/2002 0:00
H5211,12,Local CCP,HMO/HMOPOS,Yes,No,No,"SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.",Esteem Rx (HMO-POS),"Marshfield Clinic Health System, Inc.",8/1/2002 0:00
H5212,1,National PACE,National PACE,Yes,No,No,"COMMUNITY CARE, INC.",Community Care,Community Care's PACE Program (PACE),"Community Care, Inc.",11/1/2003 0:00
H5212,2,National PACE,National PACE,Yes,No,No,"COMMUNITY CARE, INC.",Community Care,Community Care's PACE Program (PACE),"Community Care, Inc.",11/1/2003 0:00
H5213,1,National PACE,National PACE,Yes,No,No,"TOTAL COMMUNITY CARE, L.L.C.",InnovAge New Mexico PACE,Total Community Care (PACE),"Total Community Options, Inc.",6/1/2004 0:00
H5213,2,National PACE,National PACE,Yes,No,No,"TOTAL COMMUNITY CARE, L.L.C.",InnovAge New Mexico PACE,Total Community Care (PACE),"Total Community Options, Inc.",6/1/2004 0:00
H5215,1,Local CCP,Local PPO,No,No,No,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,Network PlatinumPlus (PPO),"Network Health, Inc.",1/1/2005 0:00
H5215,2,Local CCP,Local PPO,Yes,No,No,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,Network PlatinumPlus Pharmacy (PPO),"Network Health, Inc.",1/1/2005 0:00
H5215,5,Local CCP,Local PPO,Yes,No,No,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,Network PlatinumPremier Pharmacy (PPO),"Network Health, Inc.",1/1/2005 0:00
H5215,6,Local CCP,Local PPO,No,No,No,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,Network PlatinumPremier (PPO),"Network Health, Inc.",1/1/2005 0:00
H5215,7,Local CCP,Local PPO,Yes,Yes,No,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,NetworkCares (PPO SNP),"Network Health, Inc.",1/1/2005 0:00
H5215,8,Local CCP,Local PPO,Yes,No,No,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,Network PlatinumSelect (PPO),"Network Health, Inc.",1/1/2005 0:00
H5215,9,Local CCP,Local PPO,Yes,No,No,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,Network Health Medicare Go (PPO),"Network Health, Inc.",1/1/2005 0:00
H5215,10,Local CCP,Local PPO,Yes,No,No,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,Network Health Medicare Anywhere (PPO),"Network Health, Inc.",1/1/2005 0:00
H5215,11,Local CCP,Local PPO,Yes,No,No,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,Network PlatinumChoice (PPO),"Network Health, Inc.",1/1/2005 0:00
H5215,806,Local CCP,Local PPO,Yes,No,Yes,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,Network PlatinumPlus Pharmacy EGP (PPO),"Network Health, Inc.",1/1/2005 0:00
H5215,807,Local CCP,Local PPO,No,No,Yes,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,Network PlatinumPremier EGP (PPO),"Network Health, Inc.",1/1/2005 0:00
H5215,808,Local CCP,Local PPO,Yes,No,Yes,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,Network PlatinumPremier Pharmacy EGP (PPO),"Network Health, Inc.",1/1/2005 0:00
H5216,1,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-001 (PPO),Humana Inc.,7/1/2005 0:00
H5216,6,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-006 (PPO),Humana Inc.,7/1/2005 0:00
H5216,9,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-009 (PPO),Humana Inc.,7/1/2005 0:00
H5216,11,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-011 (PPO),Humana Inc.,7/1/2005 0:00
H5216,12,Local CCP,Local PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-012 (PPO),Humana Inc.,7/1/2005 0:00
H5216,13,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-013 (PPO),Humana Inc.,7/1/2005 0:00
H5216,14,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-014 (PPO),Humana Inc.,7/1/2005 0:00
H5216,15,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-015 (PPO),Humana Inc.,7/1/2005 0:00
H5216,17,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-017 (PPO),Humana Inc.,7/1/2005 0:00
H5216,18,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-018 (PPO),Humana Inc.,7/1/2005 0:00
H5216,19,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-019 (PPO),Humana Inc.,7/1/2005 0:00
H5216,20,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-020 (PPO),Humana Inc.,7/1/2005 0:00
H5216,21,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-021 (PPO),Humana Inc.,7/1/2005 0:00
H5216,22,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-022 (PPO),Humana Inc.,7/1/2005 0:00
H5216,23,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-023 (PPO),Humana Inc.,7/1/2005 0:00
H5216,24,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-024 (PPO),Humana Inc.,7/1/2005 0:00
H5216,25,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-025 (PPO),Humana Inc.,7/1/2005 0:00
H5216,26,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-026 (PPO),Humana Inc.,7/1/2005 0:00
H5216,27,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-027 (PPO),Humana Inc.,7/1/2005 0:00
H5216,28,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-028 (PPO),Humana Inc.,7/1/2005 0:00
H5216,29,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-029 (PPO),Humana Inc.,7/1/2005 0:00
H5216,30,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-030 (PPO),Humana Inc.,7/1/2005 0:00
H5216,31,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-031 (PPO),Humana Inc.,7/1/2005 0:00
H5216,32,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-032 (PPO),Humana Inc.,7/1/2005 0:00
H5216,33,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-033 (PPO),Humana Inc.,7/1/2005 0:00
H5216,34,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-034 (PPO),Humana Inc.,7/1/2005 0:00
H5216,35,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-035 (PPO),Humana Inc.,7/1/2005 0:00
H5216,36,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-036 (PPO),Humana Inc.,7/1/2005 0:00
H5216,37,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-037 (PPO),Humana Inc.,7/1/2005 0:00
H5216,38,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-038 (PPO),Humana Inc.,7/1/2005 0:00
H5216,39,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-039 (PPO),Humana Inc.,7/1/2005 0:00
H5216,40,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-040 (PPO),Humana Inc.,7/1/2005 0:00
H5216,41,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-041 (PPO),Humana Inc.,7/1/2005 0:00
H5216,42,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-042 (PPO),Humana Inc.,7/1/2005 0:00
H5216,43,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-043 (PPO),Humana Inc.,7/1/2005 0:00
H5216,44,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-044 (PPO),Humana Inc.,7/1/2005 0:00
H5216,45,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-045 (PPO),Humana Inc.,7/1/2005 0:00
H5216,46,Local CCP,Local PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-046 (PPO),Humana Inc.,7/1/2005 0:00
H5216,47,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-047 (PPO),Humana Inc.,7/1/2005 0:00
H5216,48,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-048 (PPO),Humana Inc.,7/1/2005 0:00
H5216,50,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-050 (PPO),Humana Inc.,7/1/2005 0:00
H5216,51,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-051 (PPO),Humana Inc.,7/1/2005 0:00
H5216,52,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-052 (PPO),Humana Inc.,7/1/2005 0:00
H5216,53,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-053 (PPO),Humana Inc.,7/1/2005 0:00
H5216,54,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-054 (PPO),Humana Inc.,7/1/2005 0:00
H5216,55,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-055 (PPO),Humana Inc.,7/1/2005 0:00
H5216,56,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-056 (PPO),Humana Inc.,7/1/2005 0:00
H5216,57,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-057 (PPO),Humana Inc.,7/1/2005 0:00
H5216,58,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-058 (PPO),Humana Inc.,7/1/2005 0:00
H5216,59,Local CCP,Local PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-059 (PPO),Humana Inc.,7/1/2005 0:00
H5216,60,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-060 (PPO),Humana Inc.,7/1/2005 0:00
H5216,61,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice Florida H5216-061 (PPO),Humana Inc.,7/1/2005 0:00
H5216,62,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice Florida H5216-062 (PPO),Humana Inc.,7/1/2005 0:00
H5216,63,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-063 (PPO),Humana Inc.,7/1/2005 0:00
H5216,64,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-064 (PPO),Humana Inc.,7/1/2005 0:00
H5216,65,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-065 (PPO),Humana Inc.,7/1/2005 0:00
H5216,66,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-066 (PPO),Humana Inc.,7/1/2005 0:00
H5216,67,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-067 (PPO),Humana Inc.,7/1/2005 0:00
H5216,68,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice Florida H5216-068 (PPO),Humana Inc.,7/1/2005 0:00
H5216,70,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice Florida H5216-070 (PPO),Humana Inc.,7/1/2005 0:00
H5216,71,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-071 (PPO),Humana Inc.,7/1/2005 0:00
H5216,72,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice Florida H5216-072 (PPO),Humana Inc.,7/1/2005 0:00
H5216,73,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-073 (PPO),Humana Inc.,7/1/2005 0:00
H5216,74,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice Florida H5216-074 (PPO),Humana Inc.,7/1/2005 0:00
H5216,75,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-075 (PPO),Humana Inc.,7/1/2005 0:00
H5216,76,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-076 (PPO),Humana Inc.,7/1/2005 0:00
H5216,77,Local CCP,Local PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-077 (PPO),Humana Inc.,7/1/2005 0:00
H5216,78,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-078 (PPO),Humana Inc.,7/1/2005 0:00
H5216,79,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-079 (PPO),Humana Inc.,7/1/2005 0:00
H5216,80,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-080 (PPO),Humana Inc.,7/1/2005 0:00
H5216,81,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-081 (PPO),Humana Inc.,7/1/2005 0:00
H5216,82,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-082 (PPO),Humana Inc.,7/1/2005 0:00
H5216,83,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-083 (PPO),Humana Inc.,7/1/2005 0:00
H5216,84,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-084 (PPO),Humana Inc.,7/1/2005 0:00
H5216,85,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-085 (PPO),Humana Inc.,7/1/2005 0:00
H5216,86,Local CCP,Local PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-086 (PPO),Humana Inc.,7/1/2005 0:00
H5216,87,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-087 (PPO),Humana Inc.,7/1/2005 0:00
H5216,88,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-088 (PPO),Humana Inc.,7/1/2005 0:00
H5216,89,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-089 (PPO),Humana Inc.,7/1/2005 0:00
H5216,91,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-091 (PPO),Humana Inc.,7/1/2005 0:00
H5216,92,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-092 (PPO),Humana Inc.,7/1/2005 0:00
H5216,93,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-093 (PPO),Humana Inc.,7/1/2005 0:00
H5216,94,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-094 (PPO),Humana Inc.,7/1/2005 0:00
H5216,95,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-095 (PPO),Humana Inc.,7/1/2005 0:00
H5216,96,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-096 (PPO),Humana Inc.,7/1/2005 0:00
H5216,97,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-097 (PPO),Humana Inc.,7/1/2005 0:00
H5216,98,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-098 (PPO),Humana Inc.,7/1/2005 0:00
H5216,99,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-099 (PPO),Humana Inc.,7/1/2005 0:00
H5216,100,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-100 (PPO),Humana Inc.,7/1/2005 0:00
H5216,103,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-103 (PPO),Humana Inc.,7/1/2005 0:00
H5216,104,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-104 (PPO),Humana Inc.,7/1/2005 0:00
H5216,105,Local CCP,Local PPO,No,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-105 (PPO),Humana Inc.,7/1/2005 0:00
H5216,106,Local CCP,Local PPO,Yes,No,No,HUMANA INSURANCE COMPANY,Humana,HumanaChoice H5216-106 (PPO),Humana Inc.,7/1/2005 0:00
